13928,,,
13929,,,
13930,,,
13931,,,
13932,Mary is an oncologist.,Tom is an oncologist.,Sami was a successful oncologist.
13933,The Abominable Snowman is a Himalayan monster.,All excess is abominable.,Dropping nuclear bombs on Hiroshima and Nagasaki was an abominable act.
13934,,,
13935,,,
13936,,,
13937,I respect her selflessness.,I respect his selflessness.,Selflessness is the best thing you can do for yourself.
13938,Mary's gynecologist found some lumps in her breasts.,His mother is a respected gynecologist.,He wanted to be a gynecologist.
13939,I'm bursting for a wee and I can't find a washroom.,"She liked men, if truth were told, a tiny wee bit more than women.",I remember when you were just a wee little baby.
13940,,,
13941,She was kept under with morphine injections.,The doctor gave Tom morphine.,The doctor gave him morphine.
13942,,,
13943,,,
13944,,,
13945,,,
13946,,,
13947,My uncle has been diagnosed with leukemia.,He died from acute lymphoblastic leukemia.,My aunt died of leukemia.
13948,,,
13949,He was terminally ill with cancer.,"Dan was informed that his wife, Linda, was terminally ill.",Dan was terminally ill and wasn't responding to treatment.
13950,,,
13951,This person's worldview is officially unhealthy.,His entire life and worldview is based on hatred.,Each society constructs its own worldview.
13952,The painting is the work of a Dutch master.,Potatoes were introduced by the Dutch from Jakarta.,This may beat the Dutch.
13953,,,
13954,The sleigh glided swiftly over the ice.,My sleigh is white.,"Sitting in the sleigh of a boozer, you'll sing along his drunken songs."
13955,,,
13956,,,
13957,"This attitude, the Protestant work ethic, still influences Americans today.",The Anglican Church isn't a fully Protestant Church.,"He's Protestant, but I'm Catholic."
13958,"Positivity is the way to go, not negativity.",Sami brought so much negativity to the work environment.,Mennad wanted to eliminate all the negativity in his life.
13959,,,
13960,I can't get this splinter out of my finger.,I ran a splinter into my finger.,Tom tried to get the splinter out of Mary's finger.
13961,"Evergreen wreaths are Christmasy, but credit cards are Christmasier.",This here is an evergreen tree.,This tree is an evergreen.
13962,,,
13963,,,
13964,He hopes to explore the uninhabited island.,It looks uninhabited.,He wants to explore the uninhabited island.
13965,Our country has enjoyed many years of unbroken peace.,How could there be unbroken eggs under a toppled nest?,Unbroken happiness is a bore: it should have ups and downs.
13966,Every family decorates a fir tree for the new year.,We are decorating the fir tree.,Fir trees are often used as Christmas trees.
13967,"In the botanical garden, there are many aromatic and medicinal herbs.",The nitrite reacts with an aromatic amine to form a diazonium salt.,The black coffee was strong and aromatic.
13968,Her continuous chatter vexes me.,I'm fed up with her chatter.,The girls' chatter was endless.
13969,,,
13970,Sami hid in a dense thicket.,The tiger is hiding in a bamboo thicket.,We'll need to push our way through this thicket.
13971,,,
13972,The eerie silence struck terror into their hearts.,There was an eerie silence.,That's an eerie melody.
13973,I'd suffer from claustrophobia.,She suffers from claustrophobia.,Tom suffers from claustrophobia.
13974,,,
13975,,,
13976,,,
13977,Dickens was a very prolific writer.,Tom is a prolific reader.,He's prolific.
13978,,,
13979,She was as beautiful as a wildflower.,There's a wildflower meadow behind the house.,There's a beautiful wildflower meadow behind the house.
13980,I live with a porcupine.,What's a porcupine?,What's the difference between a hedgehog and a porcupine?
13981,,,
13982,,,
13983,,,
13984,My German dictionary is a treasure trove of strange and enchanting words.,I'm not enchanting their children.,"She is really enchanting, and has black hair."
13985,I have an itchy crotch.,"Doctor, I've got an itch in my crotch.","When squeezing past someone, do you give them the butt or the crotch?"
13986,,,
13987,The air was scented with spring flowers.,Scented soaps tended to make her skin itch.,These sweet-scented roses I give to you.
13988,,,
13989,"Mary's parents live in a 8,000 sq ft. mountaintop home in Aspen.",He's trembling like an aspen leaf.,They shook like aspen leaves.
13990,A chipmunk is sitting in the tree eating a nut.,Tom had never seen a chipmunk before.,Grinny is a dialectal American English term for a chipmunk.
13991,,,
13992,"Though imperfectly, he finished writing his manuscript.",You may as well not do it at all than do it imperfectly.,"One may as well not know a thing at all, as know it but imperfectly."
13993,Tom is unafraid.,I'm unafraid.,Tom was unafraid.
13994,,,
13995,,,
13996,,,
13997,,,
13998,Chuck me the ball.,Uninstall method: Chuck the whole folder into the recycle bin.,How much wood would a woodchuck chuck if a woodchuck could chuck wood?
13999,,,
14000,,,
14001,,,
14002,The doctor gave Tom a sedative.,I gave Tom a mild sedative.,I gave Tom a sedative.
14003,,,
14004,,,
14005,,,
14006,Layla checked Sami's vitals.,The doctor took Mennad's vitals.,The nurse kept an eye on Tom's vitals.
14007,,,
14008,The cola made my tongue tingle.,What makes you tingle real bad?,A pleasurable thrill of excitement made Tuppence tingle.
14009,I illuminate myself with immensity.,Immensity fills me with light.,I'm illuminated by immensity.
14010,,,
14011,The intergalactic voyage was full of unexpected challenges.,The intergalactic alliance was in danger of collapsing.,The intergalactic war threatened the stability of the universe.
14012,,,
14013,The top of the hill is a good vantage point.,"From my vantage point, I can't see the action.","From these vantage points, you can easily see the town below."
14014,,,
14015,,,
14016,,,
14017,,,
14018,,,
14019,What you get from afar is tasty.,"When a friend comes from afar, is that not delightful?","If you look from afar, most things will look nice."
14020,,,
14021,We must not let them overpower our forces.,Layla couldn't physically overpower Sami.,Layla knew that she couldn't physically overpower Sami.
14022,The stench is overpowering.,There was an overpowering smell of dirty laundry.,Your perfume is overpowering.
14023,What's your favorite constellation?,A constellation shines.,The constellation once shone.
14024,,,
14025,,,
14026,,,
14027,,,
14028,,,
14029,,,
14030,The child drew a spherical triangle.,The puck of ice hockey is not spherical.,An ice hockey puck is not spherical.
14031,,,
14032,The strength of the gravitational force reduces quickly with distance.,Scientists have announced that they have discovered gravitational waves.,Juno will map Jupiter's gravitational and magnetic fields.
14033,,,
14034,,,
14035,,,
14036,,,
14037,,,
14038,,,
14039,,,
14040,The town felt like a metropolis.,Algiers is a thriving modern metropolis.,Can Algiers become a high-tech metropolis?
14041,,,
14042,We'll have to celebrate the winter solstice.,"After the summer solstice, the days gradually begin to get shorter.",Winter solstice is coming.
14043,,,
14044,,,
14045,,,
14046,,,
14047,The Berber Tifinagh alphabet might be derived from the Phoenician alphabet.,Hebrew and Phoenician are Canaanite languages.,Phoenician is very similar to Hebrew.
14048,Voyager 1 has finally reached interstellar space.,Voyager 1 entered interstellar space.,"Voyager 2, a space probe, passed within 4900 kilometers of Neptune in 1989."
14049,,,
14050,,,
14051,,,
14052,,,
14053,,,
14054,A heavy stone slab was lowered over the grave.,The amount of concrete needed to make this slab is immense.,We need a crane to lift this slab.
14055,It's a cloak-and-dagger operation.,"Is this a dagger which I see before me, the handle toward my hand?",The dagger penetrated his heart.
14056,,,
14057,,,
14058,My menstrual cycle is about every four weeks.,My menstrual cycle is irregular.,Menopause is when a woman's menstrual cycle stops.
14059,,,
14060,,,
14061,I am an astrologer.,I'm not an astrologer.,I'm not an astrologer; I'm an economist.
14062,,,
14063,,,
14064,Drink brought about his downfall.,His arrogance led to his downfall.,His love for indigenous Mexican art became his downfall.
14065,He is absorbed in the study of the Fuzzy Theory.,There is nothing worse than a sharp image of a fuzzy concept.,This rice cooker uses fuzzy logic.
14066,This is not Hebrew. It's Yiddish.,Yiddish is written with the Hebrew alphabet.,Yiddish is written in Hebrew characters.
14067,"I feel I need a whole new lexicon, as my language fails me.",Neither the lexicon nor the pattern-book of English is closed.,This is a universal lexicon.
14068,,,
14069,,,
14070,"When he opens a magazine, he will usually read his horoscope first.",My sister can't start the day without reading her horoscope.,"I'm going to read the horoscope, which is better."
14071,Tom has never visited an Islamic country.,The pre-Islamic Arabs were nomads.,The Koran is Islamic scripture.
14072,,,
14073,,,
14074,,,
14075,,,
14076,One of the visitors cried out to obstruct the proceedings.,She was trying to inject some fun into the grim proceedings.,They're monitoring proceedings.
14077,He's quite authoritative.,Tom is quite authoritative.,Mary is outspoken and authoritative.
14078,They scorned our attempts at reconciliation.,Reconciliation among religions is the foundation of world peace.,Any attempt at reconciliation was nipped in the bud.
14079,I have a memory like a sieve.,Water runs through a paper towel as if it were a sieve.,She gave the boy a sieve in which to carry water from the well.
14080,Don't swallow that slick propaganda.,"If I don't wash my hair for a day, it becomes slick with oil and flat.",Watch your step! It's slick out!
14081,Layla reached an Aboriginal settlement in safety.,I have the body of an original aboriginal.,Aboriginal Australians make up about 3 per cent of the population.
14082,,,
14083,,,
14084,,,
14085,,,
14086,,,
14087,,,
14088,,,
14089,,,
14090,,,
14091,,,
14092,Smoking has affected his lungs.,The climate affected the growth of trees and plants.,Worry affected his health.
14093,,,
14094,,,
14095,,,
14096,She agreed with him about the holiday plan.,My wife and I agreed on a holiday plan.,I was happy to find that they agreed to my plan.
14097,,,
14098,The ailing aunt let out a sigh.,What's ailing you?,Yanni left to Algiers to take care of his ailing mother.
14099,,,
14100,,,
14101,,,
14102,,,
14103,,,
14104,,,
14105,,,
14106,,,
14107,,,
14108,,,
14109,,,
14110,The destruction of the environment is appalling.,She is an appalling cook.,This is appalling.
14111,,,
14112,,,
14113,She was elated by the molybdenum assay of the ore sample from her claim.,The histologic assay showed that the sample contained cancerous cells.,"The rapid COVID test was positive, but the serological assay was negative."
14114,,,
14115,The fiscal austerity may lead to an overkill of the economy.,Fiscal austerity is considered to be an answer to the rampant inflation.,The Spanish government has announced a severe austerity budget.
14116,,,
14117,,,
14118,,,
14119,,,
14120,,,
14121,,,
14122,,,
14123,You can go to the ballpark on this bus.,He showed me the way to the ballpark.,Could you tell me how to get to the ballpark?
14124,,,
14125,What are the banking hours?,A banking scandal is sweeping across Capitol Hill.,We're banking on you to provide all the money we need.
14126,"Bartender, I'd like to have a drink.","Either as a waiter at a restaurant or a bartender, both are OK.",The bartender threw Tom out of the bar.
14127,,,
14128,This check is payable to the bearer.,The bearer of this letter is my friend Suzuki.,This ticket entitles the bearer to one chocolate sundae.
14129,,,
14130,,,
14131,I had a bespoke suit made.,My tailor specialises in men's bespoke suits.,The suit is bespoke.
14132,Tom and Mary bicker all day long.,They began to bicker.,The two siblings bicker without reason.
14133,,,
14134,,,
14135,This decision is not binding on all of you.,This agreement is binding on all parties.,This agreement is binding on all of us.
14136,Put out the candle. The blackout is over.,Every hospital has a back-up electric generator in case of blackout.,Last night I could not do my homework on account of a long blackout.
14137,The skyscraper is expected to sink into the bog.,"It's back there somewhere, through the bog.",Farmers have grown cranberries in this Massachusetts bog for generations.
14138,,,
14139,,,
14140,,,
14141,,,
14142,Tom thought that Mary would make a good bounty hunter.,Tom always dreamed of becoming a bounty hunter.,Mary is a famous bounty hunter.
14143,,,
14144,She's the breadwinner in this family.,My father is the breadwinner.,He's the sole breadwinner for the family.
14145,,,
14146,,,
14147,,,
14148,,,
14149,,,
14150,,,
14151,,,
14152,,,
14153,,,
14154,Please confirm the cancellation by e-mail.,Apparently there's a cancellation charge of 30 percent.,"Only if there's a cancellation, and that would be a bolt out of the blue."
14155,,,
14156,,,
14157,Capricious as April.,Everyone is entitled to be capricious now and then.,Humans are very capricious beings.
14158,The accident was due to the negligence of the caretaker.,"I am the caretaker of this child, and they are my care-receiver.",The old woman authorized her caretaker to manage her credit cards.
14159,,,
14160,Censorious people delight in casting blame.,It is like casting pearls before swine.,This is like casting pearls before swine.
14161,,,
14162,Cut the chit-chat and get to work.,There's a lot of chit-chat.,The meeting started with some general chit-chat to break the ice.
14163,Tom handed Mary the clipboard.,I usually carry a clipboard.,"Tom entered the conference room, carrying a clipboard."
14164,,,
14165,,,
14166,,,
14167,"If God had given an eleventh commandment, I wonder what it would have been.",They are fulfilling the commandment to host guests.,They are fulfilling the commandment to take in guests.
14168,,,
14169,,,
14170,,,
14171,Tom and Mary had consensual sex.,It was consensual.,Sami and Layla had consensual relationships.
14172,,,
14173,I could've been a contender.,I want to be a contender.,Tom isn't even a contender.
14174,,,
14175,,,
14176,The holidays are costing me a lot.,The heating is costing me more and more.,How much was it costing you per month to send Tom to boarding school?
14177,,,
14178,,,
14179,,,
14180,,,
14181,,,
14182,The courier just arrived.,The courier carries many letters.,The courier has arrived.
14183,,,
14184,,,
14185,I got a cramp in my leg while swimming.,I got a leg cramp after using the leg press.,Tom had a cramp in his leg.
14186,,,
14187,,,
14188,These kittens are so cute and cuddly.,You are a very cuddly cat.,Martine has a dog. It is super fluffy and very cuddly.
14189,,,
14190,,,
14191,,,
14192,Debit Mr Hill with $100.,The ATM has swallowed my debit card.,I lost my debit card.
14193,,,
14194,,,
14195,,,
14196,,,
14197,,,
14198,"I'll have a kebab pizza deluxe, with mixed sauce.",What is on the chicken deluxe sandwich?,What comes with deluxe room service?
14199,,,
14200,,,
14201,,,
14202,He's trying to appeal to the least common denominator.,The common denominator of a half and a third would be six.,The common denominator of all her troubles is her lies.
14203,,,
14204,,,
14205,,,
14206,,,
14207,,,
14208,He didn't understand the concept of differential equations.,Differential equations are equations involving derivatives.,This differential equation can be easily solved by Laplace transform.
14209,,,
14210,,,
14211,We think a disgruntled employee was the one who planted the bomb.,Tom is disgruntled.,Tom looks disgruntled.
14212,,,
14213,,,
14214,,,
14215,,,
14216,,,
14217,,,
14218,,,
14219,The best companies are usually investing during an economic downturn.,What's responsible for Algeria's economic downturn?,"Today, my mood has taken a downturn and I feel worse than I did yesterday."
14220,Japan disproved phony accusations of computer chip dumping.,No dumping rubbish here!,"Thanks God, Apple is dumping that Flash crap!"
14221,,,
14222,,,
14223,,,
14224,,,
14225,,,
14226,,,
14227,,,
14228,,,
14229,,,
14230,,,
14231,,,
14232,,,
14233,,,
14234,,,
14235,It was enticing.,That sounds very enticing.,Layla's imperfections made her all the more enticing.
14236,,,
14237,,,
14238,Tax officials are zeroing in on income tax evasion.,He was arrested on charges of tax evasion.,Al Capone was finally sent away for tax evasion.
14239,,,
14240,,,
14241,This milk's expiration date has come and gone!,Check the expiration date of that juice before you drink it.,Why do cosmetics have an expiration date?
14242,,,
14243,,,
14244,The plastic surgeon botched the facelift and was sued for millions.,She had a facelift.,The whole city was getting a facelift.
14245,,,
14246,The current college works by presidential fiat.,Mary's car is a Fiat.,His old Fiat runs on petrol.
14247,,,
14248,Tom has a flair for languages.,"In addition, she has an artistic flair.",Tom has a flair for the dramatic.
14249,,,
14250,Flashy people irritate him.,It's too flashy.,She always wears flashy clothes.
14251,,,
14252,The bread was baked light and fluffy.,This towel is so soft and fluffy. It feels good!,"The Japanese word ""mofumofu"" is used to describe fluffy and light animals."
14253,Who was to win this match was a foregone conclusion.,The results of the ballot are a foregone conclusion.,It's a foregone conclusion.
14254,Tom was promoted to foreman.,The foreman docked me an hour's pay for getting to work late.,Let me speak with the foreman.
14255,See the footnote on page 5.,The footnote was too small that it went unnoticed by the readers.,She didn't want to be a footnote in her husband's life.
14256,,,
14257,Tom can operate a forklift.,"You don't know how to operate a forklift, do you?",Tom works as a forklift operator.
14258,I will meet you in the hotel foyer.,I think it's in the foyer.,I'll be waiting in the foyer.
14259,,,
14260,,,
14261,Everyone loves a freebie.,This planner is a freebie from the bank.,"""Hey, come check this out! I got a freebie."""
14262,Has anybody here made a profit in futures trading?,Commodity futures markets have become highly speculative.,We've got our futures to think about.
14263,Gangway!,The ship lowered its gangway after docking.,Please clear the gangway or we won't be able to get out.
14264,,,
14265,,,
14266,,,
14267,That's a gimmick.,It's a gimmick.,It's not a gimmick.
14268,,,
14269,,,
14270,That is gratis.,"""It's free."" ""Libre or gratis?""",Libre and gratis are two different things.
14271,,,
14272,The wishes and ideas of a composer gravitate around a common point.,I tend to gravitate towards morbid topics.,The dogs don't naturally gravitate toward tall people.
14273,,,
14274,,,
14275,,,
14276,,,
14277,I have an appointment to visit a guru in India.,"According to Tom, Mary is just a predatory guru who promises gain.",You are a guru at this.
14278,,,
14279,Don't haggle over a small sum of money.,We can haggle over price later.,Tom didn't haggle.
14280,,,
14281,,,
14282,,,
14283,,,
14284,Bad people are at the helm of the nation.,Tom took the helm.,This great helm weighs quite a bit.
14285,,,
14286,,,
14287,,,
14288,,,
14289,,,
14290,The Alpine town of Ischgl in Austria has become a hotbed for the virus.,The warehouse district is fast turning into a hotbed of criminal activity.,The arid mountains to the West have become a hotbed of terrorist activity.
14291,Germany experienced hyperinflation in 1923.,The Weimar Republic experienced hyperinflation in 1923.,Algeria hasn't suffered any hyperinflation.
14292,,,
14293,Hypertext markup language is better known by its abbreviation: HTML.,The concept of hypertext predates the World Wide Web.,HyperCard was an early implementation of hypertext.
14294,,,
14295,,,
14296,,,
14297,"Every time you go through the cycle, you increment the counter by one.",The small increment made no impact on the projection.,There are a lot of challenges now due to the increment of prices.
14298,,,
14299,,,
14300,,,
14301,,,
14302,,,
14303,,,
14304,,,
14305,,,
14306,,,
14307,,,
14308,,,
14309,,,
14310,He is subject to insomnia.,She was relieved from insomnia.,What's a good treatment for insomnia?
14311,Tom was arrested for inciting an insurrection.,The situation escalated into a nationwide insurrection.,The military put down the insurrection.
14312,,,
14313,,,
14314,He has an irksome personality.,Jane was irksome.,Tom was irksome.
14315,,,
14316,,,
14317,I felt I had hit the jackpot.,John hit the jackpot. His efforts paid off beyond his wildest dreams.,I hit the jackpot.
14318,,,
14319,,,
14320,It was a case of clearly justifiable self-defense.,There's justifiable anger.,Did Raskolnikov commit a justifiable homicide?
14321,,,
14322,,,
14323,,,
14324,,,
14325,,,
14326,,,
14327,Newspapers are sold in the kiosk.,In that kiosk they sell flowers.,The kiosk sold many types of coffee.
14328,,,
14329,,,
14330,The bedroom was laden with beautiful ornaments.,The branches were laden with oranges.,Al-Qaeda leader Osama Bin Laden has been killed by US forces in Pakistan.
14331,,,
14332,,,
14333,The lecturer couldn't get his message across to the audience.,The lecturer dwelt on some memories of his college days.,"When the lecturer turned round, he sneaked out of the classroom."
14334,There are many questionable points in this ledger.,The clerk made an entry in his ledger.,The auditors will have a hard time deciphering this ledger.
14335,,,
14336,,,
14337,,,
14338,,,
14339,,,
14340,,,
14341,,,
14342,,,
14343,,,
14344,,,
14345,,,
14346,,,
14347,,,
14348,"Markdown is a markup language, but a very readable one.",Hypertext markup language is better known by its abbreviation: HTML.,"Does SGML stand for ""standard generalized markup language""?"
14349,Tom is a mastermind.,Dan thinks that Linda was the mastermind of the murder.,Tom is a criminal mastermind.
14350,,,
14351,,,
14352,,,
14353,Tom had a meltdown.,Mary had a meltdown.,Mary had a complete meltdown.
14354,,,
14355,,,
14356,Sami stole cars and sold them through a middleman.,He stole computers and sold them through a middleman.,He stole cars and sold them through a middleman.
14357,What is the fuel mileage of this car?,What mileage do you get with this car?,Is there a mileage charge?
14358,,,
14359,Jim got dismissed for his misconduct in office.,He is not ashamed of his misconduct.,He detected his men's misconduct.
14360,,,
14361,,,
14362,,,
14363,I need time to mull things over before I decide what to do.,I didn't mull it over for long.,Mull it over.
14364,,,
14365,,,
14366,,,
14367,,,
14368,,,
14369,,,
14370,,,
14371,"When one goes to the notary public's office, the following are required.",Tom is a notary.,Tom is a public notary.
14372,,,
14373,,,
14374,,,
14375,,,
14376,,,
14377,,,
14378,,,
14379,Can an omnipotent God create a stone so heavy that even He may not lift it?,Only God can safely be omnipotent.,Only God is omnipotent.
14380,,,
14381,The onus is on all of them.,That put the onus back on us.,The onus is on the prosecution team to prove that Yanni killed his wife.
14382,,,
14383,,,
14384,,,
14385,Many companies outsource their work to other companies.,Can't you just outsource your homework online?,My company has decided to outsource my job.
14386,,,
14387,,,
14388,,,
14389,The emerging labor shortage is viewed as a sign of economic overheating.,My brain is overheating.,The engine is overheating.
14390,,,
14391,,,
14392,Tom was overqualified.,They told me that I was overqualified for this job.,They said I'm overqualified for that job.
14393,,,
14394,,,
14395,,,
14396,,,
14397,,,
14398,,,
14399,There's nothing left to do aside from packing.,Have you finished packing yet?,I've just finished packing.
14400,,,
14401,,,
14402,,,
14403,,,
14404,,,
14405,A person who is only a pawn in the game often talks big in company.,A clerk in the office is only a pawn in the game of big business.,The infantry soldier is only a pawn in the game of war.
14406,It is a payday today.,I give my mother fifty thousand yen on payday every month.,Tomorrow is payday.
14407,,,
14408,,,
14409,,,
14410,,,
14411,Bushfires are a perennial menace in Australia.,Lilies are perennial plants.,Heather is a low-growing perennial shrub.
14412,,,
14413,Please don't order anything perishable.,"Everything is perishable, but the good memories live.",Olive oil is perishable.
14414,,,
14415,,,
14416,Jim went fishing from the pier.,All at once the ship left the pier.,Tom keeps his boat at the pier.
14417,,,
14418,Harriet was holding a placard demanding marriage equality.,"I'm going to be at the march, but I'm not making a placard this time.","If you're going to the Pride Parade, I can help you make a placard."
14419,,,
14420,,,
14421,,,
14422,,,
14423,We have a similar predicament.,"If you'd been a bit more careful, we wouldn't be in this predicament.",I explained my predicament.
14424,,,
14425,It seems that the credit for my prepaid mobile phone account has run out.,Tom prepaid.,I prepaid.
14426,,,
14427,You need to be proactive.,We need to be proactive.,Are you proactive?
14428,,,
14429,,,
14430,,,
14431,,,
14432,,,
14433,,,
14434,,,
14435,,,
14436,They used a proxy to contact us.,Saudi Arabia and Iran are already fighting a proxy war in Yemen.,Hezbollah is an Iranian proxy.
14437,Creationism is a pseudo-science.,"""Rest your features"" is pseudo-polite for ""Shut up.""",What's the difference between science and pseudo-science?
14438,,,
14439,Jail is a very harsh punitive measure.,We award punitive damages in the amount of two million dollars.,"There’s been no claim for punitive damages, only compensatory."
14440,,,
14441,,,
14442,The war quickly turned into a quagmire.,The rain turned the road into a quagmire.,The trodden ground became a quagmire...
14443,Quantum physics is too difficult for a mere mortal to understand.,Anyone who is not shocked by quantum theory has not understood it.,The book was about quantum physics.
14444,The boat was alongside the quay.,She was waiting at the quay as the ship came in.,The boat moved slowly away from the quay.
14445,,,
14446,,,
14447,We can't begin the meeting until we have a quorum.,The meeting had to be rescheduled because a quorum was not reached.,We seem to have lost our quorum.
14448,Have you bought a raffle ticket yet?,Did Tom buy a raffle ticket?,Do you ever buy raffle tickets?
14449,The hijacker demanded a ransom of two million dollars.,Tom refused to pay the ransom.,Tom and Mary agreed to pay a ransom to have their daughter released.
14450,,,
14451,,,
14452,,,
14453,,,
14454,,,
14455,,,
14456,,,
14457,,,
14458,,,
14459,Her recurrent nightmare involved a tsunami.,His recurrent nightmare involved a tsunami.,Mennad had recurrent thoughts of suicide.
14460,,,
14461,,,
14462,,,
14463,We are afraid that our new address is not registered on your database.,How many days will it take if I send this as registered mail?,I'd like to send this by registered mail.
14464,,,
14465,Your school is so kind to reimburse you for the return airfare.,I'll reimburse you for the damage I did to your car.,We cannot reimburse you without proof that you made the purchase.
14466,Tom asked Mary to help him reinstall Windows.,The time has come to reinstall Windows!,I told Tom I'd help him reinstall Windows.
14467,,,
14468,,,
14469,,,
14470,,,
14471,,,
14472,,,
14473,,,
14474,,,
14475,,,
14476,We need to restock on paper.,I need to restock on sanitary napkins.,Adriano worked as a night restock worker at Target.
14477,,,
14478,,,
14479,,,
14480,,,
14481,,,
14482,,,
14483,,,
14484,The cold north wind was roaring outside.,We heard tigers roaring in the distance.,The commander was roaring at his soldiers.
14485,,,
14486,I have had a busy rota this week.,My rota is very full this week.,My rota is showing a lot of additional working times.
14487,,,
14488,A heavy load is causing the plank to sag in the middle.,The party's candidate began to sag in the polls.,The sag of that bag makes it unappealing to wear.
14489,I bought tickets from a scalper.,Tom bought tickets from a scalper.,Tom is a scalper.
14490,"In retrospect, I should have known that it was a scam.",It never occurred to me that the whole thing might be a scam.,He took part in a big scam.
14491,"He envisions the ""Post-scarcity Economy.""","A ""Post-scarcity Economy"" requires higher intelligence from its populace.",There seems to be a scarcity of Austrian chat rooms in the Web.
14492,,,
14493,,,
14494,,,
14495,,,
14496,,,
14497,,,
14498,,,
14499,,,
14500,It's just not right to fire Tom without giving him severance pay.,You'll be given two weeks severance pay.,How much severance pay did you get?
14501,,,
14502,,,
14503,,,
14504,,,
14505,John had to get along on a shoestring.,The lab runs on a shoestring.,Our lab runs on a shoestring.
14506,,,
14507,Our showroom made a hit with young ladies.,This is the fastest car in our showroom.,Our company's showroom was a hit with the ladies.
14508,,,
14509,The dragonfly was skimming across the water.,I'm skimming his report right now.,I'm skimming Tom's report now.
14510,The dam's sluice gate broke and the water flooded several nearby towns.,Many of the world's largest sluice gates are in the Netherlands.,With a sluice you can control the water.
14511,Kansas is smack dab in the middle of the US.,I'll smack the living daylights out of you!,My cousin is hooked on smack.
14512,,,
14513,"Snip, snap, snout, this tale's told out.",Ziri wants a snip of ivy to propagate it in his garden.,Ziri potted the snip of ivy to propagate it.
14514,,,
14515,,,
14516,,,
14517,"Once you get the hang of it, spreadsheet software is really useful.",The link to your spreadsheet has invalid characters.,I use this spreadsheet to keep track of my monthly spending.
14518,Ole Einar Bjoerndalen from Norway won the biathlon 10km sprint.,"It's a marathon, not a sprint.","Take your time. It's a marathon, not a sprint."
14519,The enemy suffered staggering casualties.,The difference is staggering.,The figures are staggering.
14520,I can't work with you standing there.,There is no sense in standing when there are seats available.,Do you know the man standing on the bridge?
14521,Will you please lend me a stapler?,Can't you see a stapler somewhere around there?,A stapler is very useful for attaching papers together.
14522,,,
14523,The Fed is trying to stave off a run on the banks.,You have to get more exercise in order to stave off senility.,General Andrews sent for more reinforcements to stave off the enemy troops.
14524,,,
14525,,,
14526,,,
14527,On a pay stub are mentioned: the gross salary and the net salary.,Layla had multiple stub wounds to her back.,Sami gave Layla a pay stub.
14528,,,
14529,,,
14530,,,
14531,,,
14532,"Needless to say, Norway has become the world's second largest oil supplier.",I'm thinking about changing my supplier.,Layla lost her company after a bitter legal dispute with a supplier.
14533,,,
14534,,,
14535,,,
14536,Keep a tally of what you owe.,My figures don't seem to tally with yours.,What's the tally?
14537,,,
14538,,,
14539,,,
14540,,,
14541,,,
14542,"""Manpower"" is the world's largest temp agency.",She is a temp.,Tom is a temp.
14543,,,
14544,Should Israel become a theocracy like Iran?,Islamists want to make Algeria a radical Islamic theocracy.,Algeria is not a theocracy.
14545,John is obsessed about getting into a top tier university.,That weird song about the beans was definitely a tier 4 meme.,I'm only on the first tier.
14546,,,
14547,,,
14548,,,
14549,,,
14550,,,
14551,,,
14552,,,
14553,,,
14554,,,
14555,,,
14556,,,
14557,,,
14558,,,
14559,,,
14560,,,
14561,,,
14562,A deadline was included in the ultimatum.,Dan gave Linda an ultimatum.,Tom gave Mary an ultimatum.
14563,This is totally unacceptable.,Acceptable and unacceptable are clearly in opposition to each other.,I was unacceptable.
14564,,,
14565,,,
14566,,,
14567,,,
14568,,,
14569,,,
14570,,,
14571,,,
14572,,,
14573,,,
14574,,,
14575,,,
14576,,,
14577,,,
14578,Sami felt like he had some sort of untapped potential.,The territory of Algeria is rich in untapped natural resources.,Algeria has lots of untapped resources.
14579,A glass of wine in the evening helps me to unwind after a busy day.,I need to unwind.,Tom finds it hard to unwind after work and has trouble getting to sleep.
14580,Green tints prevail in the upholstery.,Don't spill your wine on the upholstery.,Mary spilt wine to the upholstery.
14581,He lives in an upmarket neighbourhood.,Tom and Mary only eat in upmarket restaurants.,They went out for dinner at an upmarket restaurant.
14582,,,
14583,,,
14584,,,
14585,This gradual rise is not a sharp upturn.,The sharp upturn in design activity is encouraging.,It allowed for an upturn of sales by 25 percent.
14586,,,
14587,,,
14588,,,
14589,I doubt the veracity of his statement.,I doubt the veracity of his story.,The veracity of the waitress surprised the detective.
14590,,,
14591,,,
14592,,,
14593,I prefer your eau de vie to your conversation.,"He said: ""C'est la vie""!",C'est la vie!
14594,He is buying a vintage hat.,She sells a vintage hat.,This store sells vintage jewelry.
14595,,,
14596,,,
14597,,,
14598,I once wanted to be an astrophysicist.,You wanted to tell me about freedom?,I just wanted to check my email.
14599,,,
14600,Relations are tenuous as peace talks resume between warring factions.,The party split into two warring factions.,"Derek has been warring, for months, with his sister over their inheritance."
14601,"It began to rain, so he need not have watered the lawn.",The plants must have died because no one watered them.,A watered down compromise resolution is better than none at all.
14602,,,
14603,,,
14604,,,
14605,,,
14606,Father was generous enough to indulge my every whim.,At work they are at the whim of the boss.,It was only a whim.
14607,,,
14608,"These days, the wildcat is a protected species in Algeria.",Have you ever seen a wildcat in Algeria?,I have never seen a wildcat in Algeria.
14609,,,
14610,A woman is the woe of man.,Woe betide him!,Woe to infidels.
